,TARGET
77885,0
208139,1
207551,1
35998,1
185690,1
1414,0
10368,0
288718,1
92984,0
101257,0
247893,0
263869,1
29628,0
105181,0
77433,0
22332,0
245393,0
220215,0
171062,0
254757,0
113397,0
228310,1
104694,0
84413,0
30834,0
148220,0
193455,0
94029,0
70796,0
7099,0
112930,0
277527,0
303863,0
283892,0
102661,0
39995,0
302676,0
307394,0
80653,0
275098,0
295270,0
172350,0
152121,0
71824,0
45273,0
9222,0
263566,0
38485,0
15863,0
128375,0
36213,0
40448,0
218293,0
55271,0
177791,0
151492,0
67505,0
155561,0
116797,0
243384,0
256299,0
259444,0
198516,0
144808,1
64502,0
61361,0
89498,0
276619,1
75817,0
106591,1
280915,0
283033,0
88337,0
222054,0
3897,0
7606,0
147951,0
182058,0
283329,0
46397,0
232005,0
29701,0
287069,0
240546,0
221052,0
174979,0
80300,0
150489,0
108276,0
302762,0
262563,0
215379,0
81350,0
293402,0
447,0
285096,0
283481,0
77049,0
105572,0
283907,0
31811,0
264803,0
212923,0
278677,0
125427,0
283413,0
299538,0
91384,0
128728,0
53858,0
63551,0
181877,0
260560,0
264027,0
279485,0
124102,0
283394,0
91177,0
104757,0
45563,0
213620,0
187798,0
117318,0
86868,0
40493,0
235780,0
252412,1
155655,0
120536,0
241310,0
154957,0
290974,0
146282,0
215231,0
135501,1
263843,0
60285,0
187924,0
75530,0
165903,0
259147,0
12123,0
224840,0
24959,0
300293,0
303568,0
141264,0
87011,0
305385,0
184501,0
134797,0
255308,0
154238,1
89060,1
98539,0
48861,0
304204,1
99904,0
92611,0
46842,0
199825,0
97787,1
101241,0
42531,0
120696,0
209365,1
99759,0
286853,0
38255,0
156029,0
114241,1
165678,0
129001,0
40433,0
217047,0
288933,0
275194,0
153559,0
169758,0
91644,0
192334,0
191715,1
283683,0
294003,0
199576,0
199092,0
277108,0
21280,0
46309,0
100752,0
146114,1
163431,0
74861,0
73946,0
96084,0
132560,0
181281,0
34102,0
304467,0
302500,0
57729,0
195741,0
162652,0
236680,0
177817,0
54907,0
272384,0
82589,0
201683,0
206731,0
70381,0
124042,0
191317,0
142129,0
254378,0
206502,0
25851,0
111380,0
118542,0
147832,0
145645,0
193006,0
223584,0
184300,0
126850,0
300814,0
123522,1
216800,0
266829,0
266928,0
151261,0
124819,0
218381,0
2530,0
163786,0
154050,0
192840,1
138869,0
178757,0
66057,0
305130,0
231241,0
95712,0
279885,0
167269,0
7882,0
74411,0
120927,0
184882,0
118185,0
120115,0
188914,0
64352,0
28180,0
255728,0
62464,0
274508,0
69458,0
271833,0
167304,0
87693,0
229996,0
27295,0
252427,0
110045,0
229216,1
200404,0
117882,0
226985,0
63125,0
274879,0
181015,0
176213,0
133952,1
84259,0
231497,0
282038,0
216649,0
57734,1
182121,0
95859,0
94357,0
147919,0
113031,0
261289,0
296799,0
276718,1
216774,0
273806,0
241352,0
197641,0
89590,0
237781,0
127700,0
245489,0
12930,0
122533,0
25053,0
241406,0
215092,0
244723,0
280827,0
94133,0
78227,0
272682,0
304112,0
60158,0
153556,0
203520,0
10148,0
33711,0
104062,0
274525,0
138613,0
162819,0
235345,0
116767,0
238363,0
257520,0
50588,0
51322,0
84852,0
126764,1
194778,0
160569,0
100954,0
192293,0
17560,0
40729,0
238899,0
73563,0
62658,0
236247,0
15403,0
199397,0
131812,0
20699,0
290028,0
276862,1
91669,0
54649,0
213315,0
91918,0
164202,0
163260,0
303574,0
199242,0
257297,0
296418,0
38290,0
33577,0
146838,0
279665,0
37510,0
64224,1
288250,0
175640,0
44603,0
127604,0
185293,0
39484,0
9235,0
162462,0
269460,0
110619,0
188770,0
157159,0
180749,0
220243,0
166947,0
106912,0
247689,0
298417,0
51335,0
210197,0
130093,0
39677,0
282594,1
90397,0
229232,0
144027,0
284609,0
186856,0
269284,0
128047,0
212927,0
11278,0
35306,0
12364,0
113629,0
204025,0
96083,0
78323,0
170751,0
172476,0
171229,0
163842,0
24310,1
205298,0
242832,1
49803,0
193020,0
253642,1
179810,0
159851,0
30306,0
66408,0
86938,0
246012,0
212729,0
202383,0
210247,1
226332,0
124276,0
181689,0
106474,0
250471,0
27072,0
251247,0
259052,0
23662,0
46400,0
4613,0
275986,0
57623,0
88814,0
307131,0
28520,0
220049,0
301890,0
115591,0
70564,0
268266,0
300,0
257143,0
295573,0
2041,0
221782,0
280857,0
64354,0
198422,0
264133,0
299251,0
50760,1
46050,0
63753,0
204384,0
147635,0
204854,0
165777,0
213278,0
53921,1
89068,0
206412,0
162110,0
94387,0
123444,0
121650,0
197517,0
174270,0
194838,0
158464,0
55368,0
266932,0
107285,0
267126,0
21669,0
222951,0
102286,0
234851,1
72960,0
233022,0
209503,0
283411,0
224178,0
236722,0
14849,0
264054,0
34025,0
263202,0
295853,0
58751,0
65467,0
114736,0
156797,0
87982,0
156059,0
189049,0
300804,0
94038,0
11803,0
125358,0
67913,1
80223,0
34288,0
192526,0
114846,0
281034,0
116459,0
88101,0
64265,0
302313,0
172963,0
67277,0
56809,0
121867,0
128302,0
188585,0
271673,0
151065,0
153568,1
276386,0
146510,0
40021,0
5011,0
19978,0
77345,0
203322,0
56443,0
220258,0
249889,0
249218,0
178035,0
26844,0
105471,0
218956,0
271814,0
139919,0
31031,0
60515,0
34395,0
57029,0
225691,0
89090,0
146797,0
285619,1
211921,0
116612,0
620,0
139140,0
22926,0
84325,0
35060,0
130077,0
84342,0
165966,0
274225,0
237347,0
112928,0
28699,0
279207,0
182479,0
40915,0
58930,0
91241,0
152419,0
113268,0
189116,0
70703,0
198609,0
116600,0
42732,0
248173,0
161516,0
60009,0
285938,0
236841,0
115388,0
51368,1
119961,0
110504,1
266339,0
66787,0
246501,1
48419,0
166685,0
154389,0
32547,0
53924,0
112247,0
40519,0
111431,1
157595,0
145072,0
84844,0
292939,0
272380,0
36448,0
63476,0
47646,0
257787,0
66692,0
25793,0
163491,0
205354,0
148268,0
200536,0
65793,0
172884,0
271030,0
22563,0
240616,0
162339,0
100537,0
209633,0
176699,0
94157,0
17968,0
305018,0
302656,1
55021,0
220534,0
77155,0
277062,0
73538,0
141215,0
282704,0
223990,0
50419,0
38483,0
63068,0
170596,0
16737,0
12762,0
132918,0
155692,0
260821,0
28826,1
205330,0
298176,1
72432,0
913,0
2844,0
68546,0
114229,0
61808,0
184848,0
47411,0
289139,0
168956,0
202952,0
191108,0
108895,0
293680,0
275626,0
298166,0
96522,0
115679,0
195871,0
55768,0
24664,0
131793,0
270134,0
200111,0
297624,0
281223,0
138203,0
89981,0
32440,0
164074,0
273430,0
281863,0
29316,0
234294,0
17573,0
79680,0
224174,0
162206,0
250057,1
58248,0
250842,0
37470,0
144615,0
105429,0
297733,0
29449,0
172528,0
275671,1
244038,0
61314,0
302069,0
192008,0
89904,0
93624,0
298261,0
156451,0
10693,0
256089,0
137489,1
89600,0
202433,1
297360,0
44319,0
98912,0
159382,0
200659,0
178105,1
68180,0
65093,1
126499,0
277473,0
277037,0
113865,0
79724,0
16876,0
13017,0
40319,0
128911,0
150479,0
220484,0
769,0
226777,0
62111,0
225282,0
109345,0
266061,0
29283,0
244554,0
31631,0
181127,0
179584,0
64925,0
297942,0
234690,1
195045,1
107150,0
174279,0
129985,0
167591,0
305835,0
286501,0
45276,0
176912,0
168347,0
167983,0
180074,0
81331,0
89747,0
36640,0
73328,0
152430,0
160597,0
192782,0
21411,0
199827,0
233144,0
56435,0
221430,0
194262,0
250425,0
253133,1
232041,0
285020,0
126243,0
274024,0
35019,0
290143,0
159892,0
295913,0
18900,0
278067,0
305970,0
109949,0
159462,0
264556,0
224572,0
96089,0
52766,1
145913,0
158147,0
248640,0
587,0
22098,0
300370,0
226882,0
267894,0
108292,0
146732,0
142785,0
75488,0
24559,0
49669,0
134422,0
305601,1
128440,0
212389,0
23734,0
104594,0
211439,0
251123,0
100064,0
66410,0
56806,0
264936,0
258229,1
175695,0
164570,0
223181,0
147306,0
127794,0
138983,0
6999,1
213021,0
130200,0
140099,0
189389,0
165288,0
273572,0
35169,0
51831,0
209747,0
243541,0
214571,0
74525,0
215381,0
98351,1
54632,0
72091,0
75935,0
289960,0
84867,1
35912,0
176898,0
298354,0
156619,0
302560,0
175252,0
95252,1
73883,0
122956,0
253633,0
179373,0
276702,0
72967,0
87648,0
125662,0
231079,0
258793,1
237301,0
127056,0
181717,1
77731,0
283954,0
130313,0
269952,0
216226,1
258913,0
110400,0
177066,0
83117,0
74356,0
234907,0
117960,0
278661,0
210370,0
77503,0
259929,0
227088,0
68170,0
278731,0
124439,1
38228,0
231174,0
25558,1
101116,0
159989,0
294131,0
101362,0
60192,0
125234,0
26824,0
210927,0
246280,0
188480,0
149283,0
160388,0
199846,0
146757,0
234864,0
37541,0
163525,0
24091,0
126412,0
114598,0
218064,0
220164,0
45889,0
147139,0
64447,0
232948,0
294394,0
24367,0
289433,0
261022,0
161150,1
267554,0
169263,0
237888,0
231540,0
194400,1
244104,0
63850,0
94696,0
144421,0
140539,0
260152,0
236933,0
233455,0
237079,0
301869,0
209727,0
88847,0
131284,0
127711,0
283270,0
262176,0
182705,0
172081,0
196387,0
18068,0
197847,0
157962,0
189045,0
102828,0
197353,0
28955,0
30112,0
160495,0
112434,0
296607,0
229287,0
305743,0
93734,0
105107,0
273826,0
205192,1
136468,0
275852,0
41512,0
279915,0
113034,0
109709,0
234657,0
16793,0
22608,0
86129,0
237988,0
98724,0
80159,0
2202,0
58401,0
25562,0
183248,0
119705,0
51892,0
186424,0
159363,0
177821,0
305692,1
303996,0
113529,0
129703,0
74660,0
38781,0
98713,0
74151,0
43921,0
92809,0
79608,0
226183,0
2221,0
58156,0
64076,0
113864,0
73530,0
93663,0
169152,0
38070,0
3304,0
101192,0
226572,0
79795,0
178922,0
180560,0
306058,0
18809,0
256892,0
168337,0
99190,0
139195,0
62395,0
269890,0
252460,0
142309,0
103862,0
174205,0
13501,0
151683,0
217903,0
60822,0
158588,0
135517,1
286819,0
145803,0
186042,0
153267,0
79565,0
128339,0
61238,1
22799,0
184,1
96992,0
1776,0
252005,0
108812,0
3488,0
279550,0
194755,0
7380,0
127441,1
94174,0
135708,0
15374,0
33743,0
195382,1
111584,0
305650,0
118145,0
163250,0
61622,0
147983,0
166486,0
135996,0
10785,0
163321,0
115856,0
235637,0
291321,0
55916,0
197350,1
142418,0
9561,1
199847,0
229326,0
92732,1
171248,0
39554,0
189567,1
229836,0
239116,0
159975,0
200151,0
25417,0
276117,0
43613,0
234544,0
21997,1
221722,0
300913,0
235427,0
284000,0
33234,0
2356,0
46669,0
174264,0
296111,0
102886,0
265478,1
170371,0
152490,0
307432,0
148384,0
141907,0
144533,1
278993,0
251946,0
157713,0
239832,0
236305,0
53637,0
38378,0
50764,0
94443,0
11747,0
16271,1
50556,1
21359,0
194025,0
171846,0
294562,0
237790,0
117606,0
187364,0
281430,0
127738,0
157352,0
60125,0
151740,1
134520,0
188836,0
295888,0
90258,0
128842,0
25440,0
210771,0
108715,0
18258,0
65588,0
50927,0
12648,0
87157,0
110284,0
301982,0
131675,0
295468,0
11963,0
43386,0
60038,0
144537,0
272965,0
45783,0
288137,0
147058,0
187720,0
106365,0
46551,0
305668,0
236288,0
221322,0
241937,0
134820,0
12810,0
119562,0
98085,0
296714,0
61426,0
120558,0
266146,0
39451,0
151908,0
226229,0
278921,0
197716,0
261467,0
217374,0
303136,0
67969,0
165821,0
174390,0
40353,0
128291,1
228010,0
199560,0
137864,0
68199,0
8066,0
106598,0
70220,0
54881,0
1007,1
108221,0
168019,1
205748,0
201121,0
40040,0
20561,0
70862,0
170057,0
238630,0
167298,0
172274,0
33802,0
158847,0
293223,0
198122,0
98843,0
304397,0
80172,0
50064,0
286429,0
240037,0
263808,0
190241,0
58039,0
182232,0
257710,0
204628,0
42016,1
260443,0
43384,0
12411,0
254767,0
32573,0
42519,0
63251,0
18522,0
89051,0
241004,0
155488,0
4595,0
292774,0
196199,0
158898,0
207512,0
157020,0
85468,0
263163,0
299705,0
167101,0
14212,0
189735,0
43821,0
290781,0
92434,0
104049,0
89576,0
70447,0
281475,0
178117,0
169504,0
203613,0
634,0
208259,0
267804,0
168750,0
72883,1
305897,0
26721,0
74929,0
6832,0
248856,0
16889,0
278488,0
306253,0
168308,0
124215,0
54760,0
107577,0
43489,0
21495,0
139950,0
247950,0
217304,0
36676,0
171283,1
154991,0
124206,0
71549,1
13703,0
110404,0
153721,0
13741,0
36583,0
39260,0
145490,0
162241,0
121907,0
292002,0
70763,0
249288,0
252507,0
13753,0
3635,0
81171,0
206745,0
93547,0
69895,0
92620,0
80050,0
77264,0
281803,0
221747,0
255829,0
18856,0
208833,0
252794,0
294039,1
39570,0
296151,0
149218,0
199098,0
157103,0
96038,0
39632,0
6413,0
93253,0
298431,1
66208,0
278038,0
250792,0
125808,0
15557,1
15447,0
230618,0
253216,0
201069,0
115758,0
28350,0
146324,0
5425,0
189378,0
100959,0
214518,0
280035,1
130017,0
45436,0
244192,0
255912,0
240659,0
104385,0
13137,0
276905,0
276312,0
76183,0
197404,0
166922,0
202015,0
122790,0
174916,0
34737,0
106873,0
290273,0
232754,0
215017,1
306709,0
271460,0
44876,0
149893,0
30145,0
247720,0
110468,1
82437,0
84173,0
250246,0
88387,0
179854,0
173165,1
80634,1
86767,0
149656,0
137869,0
20462,0
296796,0
145882,0
70317,0
72383,1
306547,0
151883,0
109680,0
176735,0
5162,0
140902,0
239523,1
15343,0
273841,0
24090,0
56016,0
153831,0
50236,0
293041,0
243285,0
121104,0
13452,0
196419,0
223378,0
24212,1
72030,0
242805,0
186254,1
117903,0
250026,0
279089,0
56447,0
61545,0
233857,0
304411,0
103811,0
31030,0
291260,1
211475,0
146971,0
17011,0
205638,0
126839,0
113306,0
70215,0
200991,0
110630,0
269480,0
278639,0
100654,0
111213,0
15004,0
142892,0
239791,0
138962,0
223832,0
299126,0
72832,0
88160,0
120760,0
147169,0
276821,1
167210,0
32164,0
133965,0
294385,0
239329,0
59391,0
182350,0
289748,0
68672,0
108766,0
234312,1
162809,0
210946,0
1059,0
215650,0
144668,0
77123,1
260486,0
84777,0
77380,1
113935,1
263727,0
41325,0
240432,0
204768,1
218463,1
298985,0
55566,0
119088,0
237542,0
264040,0
216495,0
303908,0
149520,0
40162,0
50564,0
141974,0
284060,0
169514,0
296497,0
169483,1
221868,0
259422,0
186791,0
105425,0
147911,0
115891,0
189057,0
61355,0
7819,0
235975,0
166352,0
242675,0
44733,0
168584,0
206586,0
37106,0
297006,0
71578,0
53199,0
132720,0
177576,0
169359,0
5825,0
36628,0
170108,0
135861,0
19810,0
33094,0
279807,0
247565,0
104352,0
268469,0
295318,0
160016,0
180099,0
297158,0
197731,0
185053,0
9968,0
274942,0
305560,0
238903,0
239609,0
52638,0
130202,0
142837,0
11452,0
6033,0
68285,0
206905,0
254401,0
281925,0
11659,0
42170,0
140262,0
237969,0
106109,0
59951,0
265096,0
16221,0
240366,0
243752,0
102268,0
287882,0
241207,0
35850,0
242373,0
104133,0
1952,0
60385,0
64271,0
55475,0
24530,0
5624,0
144490,0
195323,0
211161,0
49122,0
30733,1
118109,0
220852,0
259131,0
249415,0
64620,0
135029,0
71547,0
288812,0
233385,0
152582,0
131799,0
162134,0
28147,0
209860,0
132626,0
250677,0
206772,1
35576,0
20348,0
149598,1
232182,0
27693,0
262849,0
22161,0
256681,0
200368,0
158451,0
141753,0
83457,0
46891,0
152338,0
282984,0
21060,0
12760,0
71663,0
87901,0
63489,1
155357,1
126694,0
38919,0
285791,0
91955,0
182596,1
90360,0
173219,0
210931,0
78816,0
206065,0
144677,0
52169,0
107984,0
108562,0
100719,0
21986,0
301338,0
120999,0
224302,0
215589,0
302921,0
109416,0
99405,0
251458,0
263138,0
10417,0
53262,0
134929,0
284796,0
72593,0
163133,0
33920,0
249007,0
83502,0
39127,0
217284,0
201062,0
235766,0
221375,0
264843,0
114767,0
280944,0
139767,0
237306,0
1145,1
56066,1
233421,0
105291,0
178335,0
37516,0
184014,0
27973,0
160549,0
31748,0
272578,0
160488,0
150187,0
257145,0
180161,0
21309,0
108443,0
202984,0
43646,0
147873,0
64606,0
104296,0
2264,0
189885,0
253998,0
162302,0
238162,0
131255,0
82563,0
108555,0
155391,0
266142,0
187638,0
34161,0
6922,0
217962,0
82673,0
219473,0
191282,0
180026,0
204116,1
230652,0
293674,0
42180,0
270763,0
258377,0
251377,0
296718,0
99277,1
239657,0
124442,0
87353,0
241035,0
231236,0
160084,0
145518,0
206384,0
270769,0
245027,0
114280,0
95557,0
60209,0
132485,0
275805,0
184944,0
61129,0
108247,0
58265,0
38326,0
168330,0
37272,1
117701,0
32618,0
67746,0
30690,0
129773,0
225830,0
228547,0
161583,0
242744,1
4932,0
69356,0
303625,0
241723,0
49396,0
36586,0
37282,0
45933,0
133760,0
15305,0
292690,0
299921,0
131914,0
155109,1
152619,0
115483,0
29541,0
757,0
246737,0
5336,0
189613,0
153526,0
180049,0
306475,0
155817,0
233223,0
93975,0
270642,0
130418,0
243024,0
228719,0
207009,0
273002,0
234238,0
85103,0
176260,0
108558,0
227367,0
57246,0
26787,0
126044,0
102182,0
233520,0
124544,0
3079,0
158192,0
215705,0
18837,0
44834,0
234092,0
248857,1
51551,0
302598,0
10532,0
11990,0
34826,0
151981,0
184193,0
213934,0
282662,0
30609,1
17421,0
44744,0
223353,0
254736,0
117139,0
275821,0
248994,0
208265,0
225261,0
28143,0
112623,0
56381,0
206370,0
197002,0
131860,0
302809,0
108870,0
29654,0
216571,0
114037,0
37777,0
88599,0
211486,0
37803,0
117654,1
39535,0
107320,0
249388,0
283673,1
146545,0
270203,0
62654,0
153419,0
53449,0
79447,1
118943,0
287550,0
22076,0
20297,0
166205,0
149978,0
54280,0
124866,0
150047,1
256429,0
271977,0
68873,0
177271,0
14848,0
18323,0
270687,1
40526,0
238819,0
205577,0
243606,0
142922,0
110719,0
100448,1
193866,0
123087,1
187521,0
80670,0
72696,0
177391,0
160064,0
294991,0
5920,0
229602,1
232767,0
144874,1
23068,0
290170,0
230053,0
203752,0
223075,0
80759,0
149749,0
3323,0
2650,0
266228,0
176679,0
243252,0
81985,0
147143,0
213171,0
66681,0
156683,0
107618,0
128012,0
221126,0
53887,0
24339,0
146959,0
6986,0
90480,0
159608,0
43639,0
59000,0
259244,0
88159,0
203420,0
238942,1
242070,0
114138,1
251505,0
699,1
241360,0
142013,0
128763,1
122566,0
260684,0
121643,1
225320,0
245438,0
113944,0
70936,0
173042,1
219339,0
31071,0
164503,0
90612,0
119397,1
82771,0
116907,0
27078,0
141568,1
28115,0
138455,0
101234,0
105400,0
255337,0
212463,0
61703,0
85942,0
78279,0
948,0
161781,0
276128,0
62898,0
188186,0
67614,0
142801,1
231769,0
201368,0
84834,0
63745,0
202890,0
273211,0
83645,0
220937,0
49613,0
272853,0
71128,0
8861,0
114311,1
76049,0
300929,0
306502,0
228386,0
41556,0
94401,0
40595,0
164075,0
79036,0
281923,0
156780,0
204629,0
299435,0
259949,0
300744,0
259032,1
99929,0
266607,0
190909,0
288439,0
254374,0
226232,0
56602,0
104007,0
160259,0
58197,0
94088,0
267275,0
204447,0
62161,0
13391,0
106103,0
108799,0
260450,0
52509,0
22779,0
161024,0
73921,0
306639,0
15459,0
279348,0
254833,0
88810,0
185310,0
5617,0
151654,0
97712,0
301392,0
192175,0
6888,0
24033,0
48231,0
65490,0
92590,1
52126,0
253515,0
255025,0
119914,0
85857,0
128174,0
94775,0
13186,0
118062,0
181403,1
207278,1
272001,0
271886,0
21654,0
91121,1
221244,1
227551,0
230708,0
252122,1
123216,0
201863,0
298135,0
129861,0
221170,0
133619,0
180239,0
89899,0
274703,0
148148,0
124894,0
22200,1
21445,0
80115,0
76191,0
66643,0
66075,0
87420,0
139798,0
21379,0
180951,0
123665,1
285741,0
251059,0
277309,0
138127,0
266668,0
140165,0
218245,0
267716,0
38478,0
248624,0
195137,0
305155,0
298148,0
169540,0
164176,0
109170,0
27256,1
175257,0
153391,0
155072,0
170898,1
83601,0
76408,1
54786,0
238588,0
22649,0
27930,0
108229,0
23240,0
160191,0
224264,0
29416,0
122259,0
283738,0
298619,0
103542,0
173712,0
238610,0
14253,1
163412,0
49511,0
277028,0
299824,0
5726,0
267721,0
226154,0
113564,0
204059,0
168531,0
267712,1
107291,0
125844,0
105783,0
172725,0
43671,0
114221,0
264640,0
150374,0
129221,0
84784,0
14189,0
274325,1
130002,0
278738,0
261038,0
226701,0
284343,0
243084,0
152177,0
114474,0
289479,0
167428,0
31433,1
63798,0
101041,1
139022,0
200115,0
248594,0
132083,0
235685,0
163954,0
227968,0
231703,0
28648,0
297829,0
231527,0
215670,0
82880,0
86843,0
192548,0
275582,0
170242,0
7879,0
40384,0
33518,0
239215,0
301943,0
181171,1
266901,0
174709,0
286349,0
124356,0
147869,0
262068,0
21369,0
174252,0
100296,1
34492,0
30295,0
125288,0
59733,0
172329,0
85682,0
283278,0
172006,0
137029,0
10681,1
100224,1
177972,0
134020,0
55460,0
122234,0
37867,0
231631,0
249251,0
256653,0
140620,0
186588,0
134373,0
298900,0
279484,0
254161,0
254759,0
290380,0
67896,0
48850,0
190219,0
238586,0
55689,0
88544,0
105092,0
231664,0
247275,0
239054,0
301659,0
135037,0
77876,0
128844,0
257161,0
164718,0
155971,0
153453,0
219303,0
14598,0
142064,0
148334,0
215297,0
284359,0
163465,0
140549,1
34453,0
157591,1
295635,0
180636,0
120831,0
228483,0
88244,0
107276,0
128647,0
193279,0
244933,0
12135,0
263137,0
96008,0
118838,1
131136,1
196293,0
123052,0
298544,0
94866,0
19189,0
260963,0
94213,0
100516,0
70461,0
140760,0
162780,0
68647,0
161086,0
123218,0
128296,0
241955,0
205393,0
20730,0
188055,0
130898,0
306439,1
103819,0
1972,0
110620,0
65443,1
197076,0
22181,0
241375,0
300325,0
57670,0
267524,0
47352,0
184177,0
125602,0
140276,0
51098,0
20774,0
259334,0
44575,0
53351,0
122098,0
218222,0
125868,0
217583,0
39576,0
172422,0
56919,0
57553,1
304271,1
165638,0
257219,0
198824,0
211858,0
133281,0
304356,0
115070,0
121782,0
178771,0
246778,0
211744,0
219025,0
231363,0
28166,0
54555,0
71678,1
130593,0
63273,0
247676,0
292361,0
144847,0
192396,0
202502,0
101941,0
221240,0
225277,0
138264,0
295822,0
179790,0
302194,0
155913,0
122642,0
285414,0
148516,0
208644,0
108909,0
264452,0
173365,0
228206,0
206855,0
2757,0
269243,0
140119,0
62012,0
30409,0
129487,0
84864,0
137432,0
121228,0
275880,0
82976,0
152974,0
301822,0
64981,0
72,0
259901,0
297864,0
10091,0
32403,0
165082,0
63790,0
94505,0
217458,0
194369,0
185028,0
72067,0
275982,0
100151,0
71356,0
143797,0
34113,0
192582,0
48572,0
186313,0
22600,0
239463,0
168790,0
14000,0
124018,0
56925,0
204481,0
80570,0
59295,0
5461,0
196059,0
246635,0
275185,0
6684,0
266309,1
18950,0
78045,0
240568,1
184675,0
260320,0
144962,1
49389,0
270787,0
276337,0
244931,0
213326,0
867,0
124171,0
100393,0
50124,0
289835,0
84484,0
104536,0
29168,0
89673,0
87396,0
10457,0
281511,0
35016,0
118347,0
193147,0
99157,0
57637,0
9551,0
301991,1
129048,0
130363,0
283590,0
164772,0
52279,0
15089,0
284237,0
266992,0
24132,0
32457,1
50431,0
10408,0
202618,0
187653,0
198869,0
65021,0
107472,0
123618,0
100349,0
20228,0
41894,0
224277,0
162056,0
31654,0
67194,0
222315,0
86927,0
258994,0
294175,0
250918,0
283657,0
198252,0
303238,0
10035,0
19541,0
225818,0
282443,0
270458,0
276404,0
66351,0
300491,0
23738,0
111348,0
291075,0
226419,0
102884,0
189611,0
155646,0
37981,0
297310,0
263252,0
207741,1
56089,0
272237,0
201684,0
16855,1
274128,0
969,0
164643,0
304297,0
225706,0
182231,0
52281,0
3308,0
159871,0
212423,0
84428,0
220369,0
239003,0
23602,0
302439,0
248353,0
256061,0
231436,0
99623,0
8854,0
74870,0
194694,0
187185,0
136715,0
165965,0
168717,0
78594,0
54831,0
110316,0
118831,1
52393,0
30041,0
155163,0
138656,0
106078,0
230749,0
259073,0
226477,0
6514,0
117138,0
64448,0
243728,0
301207,0
204182,0
20396,0
2975,0
300441,0
85365,0
5831,0
175324,1
242335,1
144790,0
299525,0
283919,0
221587,0
101242,0
17281,0
162028,0
79740,0
3467,0
31160,0
17492,0
157059,0
299190,0
227547,0
137908,0
287900,0
283726,0
118077,0
105533,0
224867,0
52314,0
235382,0
233441,0
221951,0
170544,0
307125,0
258672,0
299543,0
163207,0
98148,0
286984,0
135428,0
229017,0
270768,1
87119,0
24121,0
185466,0
247316,0
218336,0
285707,0
9677,0
278080,0
10605,0
153050,0
287425,0
214976,0
114976,0
186521,1
149172,0
169346,1
147395,0
47820,1
124713,1
76652,0
240291,0
71434,0
46413,0
75713,0
158043,0
148724,0
78624,0
95336,0
180610,0
88026,0
190251,0
128719,0
68908,0
262412,0
77366,0
272062,0
87131,0
58395,0
268816,0
229665,0
61603,0
53571,0
228870,0
211958,0
104988,0
141354,0
276224,0
249903,0
78663,0
171743,0
18776,1
144441,0
11694,0
199143,0
265397,0
166114,0
95375,0
174792,0
178007,0
126135,0
166653,0
159777,0
240049,0
129322,0
80780,0
295139,0
53257,0
17537,0
36604,0
178775,0
216285,1
91391,0
963,0
121358,0
38430,0
171596,0
175896,0
185013,0
302678,0
117842,1
278806,0
277095,0
229806,0
115366,0
194367,0
270045,0
159625,0
272049,0
187488,0
244438,0
108824,0
5173,1
169632,0
286404,1
22575,0
219499,0
298802,0
105242,0
32275,0
241457,0
156863,0
264513,0
264280,0
166957,0
235704,0
180740,1
119588,0
81169,0
54297,0
133313,0
287452,0
249197,0
240852,0
198976,0
5694,1
108572,0
177202,0
86870,0
239010,0
33561,0
114768,0
217312,1
34686,0
249741,0
90555,0
74259,0
71130,0
185061,0
47163,0
155201,0
148245,0
147289,0
161353,0
120516,0
142536,0
121618,0
283788,0
146653,0
271028,0
295258,0
219698,0
130254,0
87620,0
102357,0
199472,0
126651,0
170783,0
55176,0
58220,0
7614,0
301539,0
78393,0
253271,0
140986,0
273203,0
177770,0
35599,0
298436,0
221986,0
123574,0
204627,0
282285,0
265361,0
172561,0
52707,0
90829,1
22283,0
190457,0
230341,0
12928,0
297302,0
96721,0
89786,0
247736,0
21222,0
246595,1
192589,0
90301,0
237667,0
7347,0
243647,0
272206,0
96392,0
255562,0
178365,0
166750,0
18152,0
292754,1
123681,0
207717,0
33474,0
191933,0
6047,0
252641,0
60531,1
129356,0
267353,0
24913,0
282678,0
65591,1
232538,0
231653,0
250711,0
59970,0
172299,0
196083,0
301487,0
273966,0
135993,0
248928,0
122931,0
133868,0
302992,0
268941,0
14032,0
101269,0
51260,0
12602,0
183924,0
302218,1
279395,0
242043,0
44980,1
166673,0
6757,0
264050,1
66979,0
139540,0
245607,0
108976,0
119207,0
273205,0
251328,0
218694,0
126572,0
145257,0
93636,1
303485,0
8606,0
54279,0
133873,0
69151,0
263130,0
269800,0
9633,0
75855,0
139383,0
140479,0
244473,0
75840,1
248952,0
194957,0
220905,0
68673,0
97042,1
218240,0
251711,0
83263,0
207702,0
291910,0
57336,0
254609,0
26649,0
55282,0
211178,0
236714,0
102181,0
284927,0
235994,0
234760,0
254265,0
228902,0
139262,0
260935,0
257754,0
226237,0
151916,1
268531,0
268397,0
171979,0
30290,0
197333,0
155824,0
111358,0
82305,0
153991,0
14894,0
104454,0
27670,0
145533,1
32549,0
26477,0
59781,0
58763,0
52490,0
250634,0
230243,0
96410,0
255681,0
77458,0
192711,0
195685,0
303054,0
111054,0
107061,0
87907,0
166611,1
33511,0
195076,0
275968,0
24882,0
247842,0
212623,0
17283,0
127792,0
130446,0
111638,0
290626,0
41470,0
1717,0
